property_id,purpose,type,added_on,furnishing,price,location,bed_bath_size,agent_name,img_url,breadcrumbs,amenities,description
Bayut - LUL-R-2440,For Rent,Apartment,5 July 2023,Furnished,"{'currency': 'AED', 'amount': '999,999'}","Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai","{'bedrooms': '4 Beds', 'bathrooms': '6 Baths', 'size': '2,555 sqft'}",Saba Ansari,https://images.bayut.com/thumbnails/402568239-800x600.jpeg,"['Dubai Apartments', 'Jumeirah Beach Residence (JBR)', 'The Address Residences Jumeirah Resort and Spa', 'Jumeirah Gate Tower 1', 'Bayut - LUL-R-2440']","['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Gym or Health Club', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Barbeque Area', 'Maintenance Staff', 'Business Center', 'Laundry Room', 'Broadband Internet', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Maids Room', 'View']","['Luxliving Real Estateis proud to offer this amazing rear type 4 bedrooms property at the Address, Jumeirah Gate Building, for rent. This stunning apartment is huge with a size of 2590sqft of comfortable living. ', '2,555.03 sqft size', '4 bedrooms', '6 bathrooms', 'Elegant and luxury living room with picturesque coast view', 'Peninsula kitchen with marble top', '2 private balconies', 'Luxurious designer furniture by Natuzzi, Vita Eames, Casanova', 'Valuable chandeliers', 'Walk-i closet', 'Built-in wardrobes', 'Game room', 'Maids room', 'High Floor', 'Floor-to-ceiling windows', 'Basement car parking (with an option for electric car charging)', 'Stunning Sea View with Dubai Eye', 'Call our community expert today to book a viewing. We Specialize in Sales, Leasing, Portfolio Management, Investment, and Advisory services to our clients. For more info, email us at ', ' ', ' PROPERTY FEATURES:  ', '-Balcony ', '-Basement parking ', '-BBQ area ', '-Broadband ready ', '-Built in wardrobes ', '-Central air conditioning ', '-Covered parking ', '-Fully fitted kitchen ', '-Fully furnished ', '-Gymnasium ', '-Intercom ', '-Jacuzzi ', '-Kitchen white goods ', '-Laundry/washing room ', ""-Maid's room "", '-On high floor ', '-Pets allowed ', '-Sauna ', '-Shared swimming pool ', '-Solid wood floors ', '-Steam room ', '-Storage room ', '-Study ', '-Upgraded interior ', '-View of golf course ', '-View of sea/water ', '-24 hours Maintenance ', '-Bank/ATM Facility ', '-Beach Access ', '-Bus services ', '-Business Center ', ""-Children's play area "", '-Clubhouse ', '-Concierge service ', '-Cycling tracks ', '-Fitness Center ', '-Marina Berth ', '-Metro station ', '-Public park ', '-Public parking ', '-Public transport ', '-Recreational Facilities ', '-Restaurants ', '-Shopping mall ', '-Shops ', '-Tennis courts ', '-Valet Service ', '-Walking Trails']"
Bayut - JVC-WK-OXFRDRSD-1BR,For Rent,Apartment,21 August 2023,,"{'currency': 'AED', 'amount': '81,000'}","Oxford Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': '2 Beds', 'bathrooms': '2 Baths', 'size': '1,206 sqft'}",Waleed Khalid,https://images.bayut.com/thumbnails/438135753-800x600.jpeg,"['Dubai Apartments', 'Jumeirah Village Circle (JVC)', 'JVC District 13', 'Oxford Residence', 'Bayut - JVC-WK-OXFRDRSD-1BR']","['Balcony or Terrace', 'Shared Kitchen', 'Parking Spaces', ': 1', 'Swimming Pool', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Shared Kitchen', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']","['Azco Real Estate is pleased to offer this magnificent 2 Bedroom apartment in Oxford Residence. The property is spread over 1206 sq. ft. and has a modern outstanding finishing. ', 'PROPERTY FEATURES:', '■ 2 Bedroom Apartment', '■ 2 Bathroom', '■ Big Balcony', '■ Fitted Kitchen', '■ Built-in Wardrobes', '■ Parking Spaces', '■ Swimming Pool', '■ Gymnasium', '■ High Speed Elevators', '■ Central A/C', '■ Concierge service', '■ Playing Area', '■ Fire and Fighting Alarm Systems', '■ PRICE DETAILS:', '■ Price: 81,000/- AED', '■ Cheques: 1/- ', '■ Security Deposit: 5%', '■ For further details or to arrange a viewing appointment please contact Mr. Waleed Khalid', 'visit azcorealestate. ae where you will find an extensive selection of properties available both for sale and for rent. Azco Real Estate also provides Holiday Homes, Property Management and Facility Management services too.']"
Bayut - Prestigedubai-5394101,For Rent,Apartment,19 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '299,999'}","Balqis Residence Block B, Balqis Residence, Kingdom of Sheba, Palm Jumeirah, Dubai","{'bedrooms': '3 Beds', 'bathrooms': '4 Baths', 'size': '2,392 sqft'}",David Sheehy,https://images.bayut.com/thumbnails/412811657-800x600.jpeg,"['Dubai Apartments', 'Palm Jumeirah', 'Kingdom of Sheba', 'Balqis Residence', 'Balqis Residence Block B', 'Bayut - Prestigedubai-5394101']","['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Lobby in Building', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Barbeque Area', 'Security Staff']","['Prestige Luxury is pleased to present this 3 bed apartment in Balqis Residence. Located on the west crescent of Palm Jumeirah, the worlds largest man made island. Gorgeous sea views, high floor and beach access. ', '* High floor', '* Sea views ', '* 3 bed plus maids ', '* Beach access', '* Balcony', 'Prestige Luxury Real Estate prides itself in providing the best properties and most satisfying real estate services in the UAE. The company offers personal attention and specialist knowledge to all its esteemed customers and works hard in building trust through transparency in all of its dealings as a company. ', 'Prestige Luxury Real Estate stands to be an established supplier of the top class corporate, residential and leisure developments in the United Arab Emirates. The renowned company pursues its distinction in two points, Personal and Exclusive, and it is these two points on which its whole philosophy of the company is based. With its well-earned solid reputation, the company stands resolute in being a market leader in the real estate industry of UAE.']"
Bayut - L-207666,For Rent,Apartment,19 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '370,000'}","Emirates Crown, Dubai Marina, Dubai","{'bedrooms': '3 Beds', 'bathrooms': '4 Baths', 'size': '3,938 sqft'}",,https://images.bayut.com/thumbnails/412828041-800x600.jpeg,"['Dubai Apartments', 'Dubai Marina', 'Emirates Crown', 'Bayut - L-207666']",['Balcony or Terrace'],"['3 Bed Plus Maid | High Floor | Sea Views', 'This unit boasts:', '- 3 Bed', '- Maids Room', '- Floor To Ceiling Windows', '- Huge Balcony', '- Full Sea View', '- 3,938 sq. ft. ', '- Agent: Alexter Smith ', '- Property Reference: L', 'Comprising of a large living room with floor to ceiling windows with an incredible view. Impressively spacious in a highly sort after tower. Full gymnasium, 24 hr security, swimming pool and even a jacuzzi within the tower. ', 'Tenants interested in taking a managed property by Allsopp & Allsopp, call now to find out more. ', 'For further details or to arrange a viewing appointment please contact our Head Office on ', ', alternatively visit our website www. allsoppandallsopp. com where you will find an extensive selection of properties available both for sale and for rent. ', 'Please call Alexter Smith ', '  for more information or to arrange a viewing. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - B-AR-73118,For Rent,Apartment,14 August 2023,Furnished,"{'currency': 'AED', 'amount': '75,000'}","Marina Pinnacle, Dubai Marina, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '2 Baths', 'size': '761 sqft'}",Kristine Grinberga,https://images.bayut.com/thumbnails/432432283-800x600.jpeg,"['Dubai Apartments', 'Dubai Marina', 'Marina Pinnacle', 'Bayut - B-AR-73118']",['Balcony or Terrace'],"['f m Properties is proud to offer you this fully furnished 1 bedroom apartment in Marina Pinnacle. ', ' ', ""It has a wonderful yacht harbour view that will definitely take your breath away. And there's the cracking veranda for unwinding at the end of a hard day. "", ""It also comes with unlimited use of a sun-drenched swimming pool and a toddler-friendly children's pool, for having a dip on a hot summer day. "", 'Property Details:', '* 1 Bedroom Apt', '* a noteworthy closed-style kitchen  ', '* a living room', '* basement car park: 1 bay', ""There's a community retail centre, restaurants, a supermarket, cafes, close to you. "", ""You should seriously consider renting this opportunity or you'll regret missing it!!! "", ""There's no value in dragging your feet. Call me today for a viewing. "", '¶ Property Features: ', '* Built In Wardrobes* Kitchen Appliances* Balcony* Elevator* High floor* Waterfront View* Fitted* Furnished* Sea View* Air Conditioning', '♣', 'fam Properties ', ' Contact Us - ', ' ', ' Toll free: 800fam', ' ', ' Email: ', ' Visit our website: famproperties. com ', ' Office Registration no: 1858 ', ' RERA Broker ID: 8976 ', ' Permit No:']"
Bayut - L-213610,For Rent,Apartment,5 June 2023,Unfurnished,"{'currency': 'AED', 'amount': '45,000'}","Garden West Apartments F, Garden West Apartments, Green Community, Dubai","{'bedrooms': 'Studio', 'bathrooms': '1 Bath', 'size': '403 sqft'}",Charlton Harris,https://images.bayut.com/thumbnails/386960044-800x600.jpeg,"['Dubai Apartments', 'Green Community', 'Garden West Apartments', 'Garden West Apartments F', 'Bayut - L-213610']",['Balcony or Terrace'],"['Studio In Garden West Apartment In The Beautiful Green Community East. ', '- Studio Apartment', '- Views Over Pool ', '- 403 Sq. Ft. ', '- Immaculate Condition', '- Wide Range Of Local Amenities', '- Communal Pool + Gym', '- Agent: Charlton Harris on ', 'This third floor property briefly comprises; reception area which leads to a lounge/dining room with sliding windows which has amazing views over the mature communal gardens. There is an open kitchen with all appliance and built in storage. On the right as you enter is a full size bathroom. ', 'Externally the property has one parking space located to the rear as well access to the communal gardens and pools within the development. Green Community DIP also has a wide range of shops and local amenities within the community. ', 'Property Reference: L', 'Please call Charlton Harris on ', ' for more information or to arrange a viewing. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - L-212655,For Rent,Villa,13 June 2023,Furnished,"{'currency': 'AED', 'amount': '300,000'}","Townhouse Area, Green Community East, Green Community, Dubai","{'bedrooms': '4 Beds', 'bathrooms': '4 Baths', 'size': '4,148 sqft'}",Charlton Harris,https://images.bayut.com/thumbnails/390346123-800x600.jpeg,"['Dubai Villas', 'Green Community', 'Green Community East', 'Townhouse Area', 'Bayut - L-212655']",['Balcony or Terrace'],"['New to the Market is one the best located Townhouses in Green Community East. ', '- Directly Backs Main Park', '- Very Close to Pool & Gym', '- 4 Total Bedrooms', '- Maids Room', '- 4,148 Sq. Ft. BUA', '- Double Garage', '- Huge First Floor Balcony', '- Central A/C', '- Agent: Charlton Harris ', 'Allsopp & Allsopp are pleased to bring the market this immaculately presented Townhouse in Green Community East. ', 'This particular property is superbly located in the midst of a quiet street, boasting direct access to the large park from the garden gate, also within walking distance to the communal pool & gym, nestled in an abundance of mature greenery. ', 'The townhouse briefly comprises of 3 bedrooms with en-suite bathrooms to the 1st floor with a further guest room/study to the ground floor. There are spacious family/living areas on both the ground floor and first floor. ', 'Property Reference: L', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - JVC-MA-RXNARESD-1BR,For Rent,Apartment,10 August 2023,Furnished,"{'currency': 'AED', 'amount': '69,999'}","Roxana Residence D, Roxana Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': '1 Bed', 'bathrooms': '2 Baths', 'size': '973 sqft'}",Amir Shahzad Khan,https://images.bayut.com/thumbnails/429314949-800x600.jpeg,"['Dubai Apartments', 'Jumeirah Village Circle (JVC)', 'JVC District 12', 'Roxana Residences', 'Roxana Residence D', 'Bayut - JVC-MA-RXNARESD-1BR']","['Furnished', 'Balcony or Terrace', 'Shared Kitchen', 'Parking Spaces', ': 1', 'Furnished', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Shared Kitchen', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']","['Azco Real Estate is pleased to offer this magnificent 1 Bedroom apartment in Roxana Residence. The property is spread over 974 sq. ft. and has a modern outstanding finishing. ', 'PROPERTY FEATURES:', '■ 1 Bedroom Apartment', '■ 2 Bathroom', '■ Big Balcony', '■ Fitted Kitchen', '■ Built-in Wardrobes', '■ Parking Spaces', '■ Swimming Pool', '■ Gymnasium', '■ High Speed Elevators', '■ Central A/C', '■ Concierge service', '■ Playing Area', '■ Fire and Fighting Alarm Systems', '■ PRICE DETAILS:', '■ Price: AED 69,999/-', '■ Cheque: 1/-', '■ Security Deposit: 10%', '■ For further details or to arrange a viewing appointment please contact Azco Real Estate ', 'visit azcorealestate. ae where you will find an extensive selection of properties available both for sale and for rent. Azco Real Estate also provides Holiday Homes, Property Management and Facility Management services too.']"
Bayut - Prestigedubai-5638733,For Rent,Apartment,15 August 2023,,"{'currency': 'AED', 'amount': '80,000'}","Marina Pinnacle, Dubai Marina, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '2 Baths', 'size': '761 sqft'}",David Sheehy,https://images.bayut.com/thumbnails/433586859-800x600.jpeg,"['Dubai Apartments', 'Dubai Marina', 'Marina Pinnacle', 'Bayut - Prestigedubai-5638733']","['Balcony or Terrace', 'Parking Spaces', ': 1', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Barbeque Area', 'Security Staff', 'CCTV Security']","['Prestige Luxury Real Estate is pleased to introduce this One Bedroom Apartment in Dubai Marina, Marina Pinnacle Tower to the market. ', 'Property Features:', '- 761.45 Sq. Ft', '- One Bedroom Apartment', '- Two Bathrooms ', '- Fitted Kitchen Appliances', '- Low Floor', '- Private Balcony ', '- Semi-furnished', '- Covered Parking ', '- Available Immediately', 'Shared amenities and facilities;', '- Pool and gym. ', '- Concierge services', '- Centralized AC', '- High-Speed Elevators', '- Pet-friendly tower', 'Please contact the broker on ', ' for more information or to arrange a viewing. ', 'The Marina Pinnacle proudly stands as a 77-story skyscraper nestled within Dubai Marina. Boasting an impressive structural elevation of 280 meters (853 feet), this iconic tower encompasses a total of 764 premium residential and commercial units. ', 'Our dedicated team of Real Estate professionals is committed to providing an exceptional buying and leasing experience, ensuring that your journey to live in this exquisite property is seamless and memorable']"
Bayut - Prestigedubai-5356872,For Rent,Apartment,14 July 2023,Furnished,"{'currency': 'AED', 'amount': '110,000'}","Park Central, Business Bay, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '2 Baths', 'size': '969 sqft'}",David Sheehy,https://images.bayut.com/thumbnails/409872509-800x600.jpeg,"['Dubai Apartments', 'Business Bay', 'Park Central', 'Bayut - Prestigedubai-5356872']","['Furnished', 'Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Furnished', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Barbeque Area', 'Security Staff']","['Prestige Luxury Real Estate is pleased to introduce this One Bedroom Apartment in Park Central in Business Bay to the market. ', 'Property Features:', '- Two Bedroom Apartment', '- 969 Sq. Ft', '- High Floor', '- 1-2 Cheques', '- Furnished', '- Available now', '- One Parking Space', '- Gym & Pool Access', 'Please contact the broker on ', ' for more information or to arrange a viewing. ', ""The location of Park Central in Business Bay provides easy access to the city\\'s major attractions, including Dubai Mall, Downtown Dubai, and the bustling Business Bay district. The area is known for its world-class dining options, retail outlets, and vibrant nightlife, ensuring that you are always within reach of entertainment and leisure activities. "", 'Prestige Luxury offers personal attention and specialist knowledge to all its esteemed customers and works hard in building trust through transparency in all of its dealings as a company. ', 'To find all available properties for sale and for lease with Prestige Luxury Real Estate please contact our head office on ', '.']"
Bayut - 425-Ap-R-3636,For Rent,Apartment,12 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '220,000'}","Al Murjan Tower, Dubai Marina Towers, Dubai Marina, Dubai","{'bedrooms': '2 Beds', 'bathrooms': '2 Baths', 'size': '1,695 sqft'}",Arash,https://images.bayut.com/thumbnails/408029860-800x600.jpeg,"['Dubai Apartments', 'Dubai Marina', 'Dubai Marina Towers', 'Al Murjan Tower', 'Bayut - 425-Ap-R-3636']","['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Study Room', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Day Care Center', 'Kids Play Area', 'Cafeteria or Canteen', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'ATM Facility']","['TSR Real Estate presents 2 Bedroom Apartment with a Study room and a full marina view ', 'PROPERTY DETAILS  ', '- Spacious 2 Bedroom + Study Apartment for sale. ', '- 2 Bathroom. ', '- Size: 1695SqFt. ', '- Balcony', '- 2 Car Park', '- Full Marina View', '- Unfurnished, Equipped Kitchen', '- Close to Metro and Tram Stations. ', '- Marina Mall Nearby', '- Access to Marina Walk', '- Retail Shops', '- Easy Access to Sheikh Zayed Road', 'Rent Price: AED 220,000/-', 'For Viewing and More Details Please Call: ', ', ', ' or ', ' Arash', 'ORN #15996', 'BRN # 38375', 'Phase 1 of the prestigious waterfront Dubai Marina project comprises six residential towers which are equipped with the most advanced technology. The first three they have been named after precious stones such as Murjan, Al Mass, and Fairooz; while the last three buildings were derived from Arabic Scents, including Mesk, Yass, and Anbar. Al Murjan is the tallest tower among them as well as a truly unique building. Each of its apartments has been completed with high-standard finishes and fittings.']"
Bayut - RENT022046,For Rent,Apartment,17 May 2023,,"{'currency': 'AED', 'amount': '160,000'}","La Rive Tower 1, La Rive, Port de La Mer, La Mer, Jumeirah, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '1 Bath', 'size': '1,137 sqft'}",Andrey Kozoriz,https://images.bayut.com/thumbnails/422417664-800x600.jpeg,"['Dubai Apartments', 'Jumeirah', 'La Mer', 'Port de La Mer', 'La Rive', 'La Rive Tower 1', 'Bayut - RENT022046']",[],"['• 1,137.31 sq ft', ' • 1 Bedroom', ' • Vacant and available now', ' • Brand new apartment', ' • VIP area', ' • Fully furnished with luxury furniture', ' • Private beach access', ' • 1 Parking', ' • Great location', ' • Call for viewing ', 'Dacha Real Estate is delighted to offer this fully-furnished with luxury furniture, ready-to-move 1-bedroom apartment in Port de la Mer which offers an easy beach access. ', 'The property features a spacious living room, an equipped kitchen with modern appliances,  comfortable bedroom, and elegantly designed bathrooms. Apartment comes with stunning furniture. It also boasts massive balcony where you can enjoy beautiful sea view. ', ""The location of this property allows an easy access to the amenities of Port de la Mer. This apartment is perfect for families looking for a luxurious and comfortable living space in one of Dubai's most desirable neighbourhoods. "", 'This development creates a new level of luxury and comfort. Residents of the building will have an access to a wide range of amenities, including gymnasium with modern equipment, swimming pool, etc. ', 'With winding walkways, lush green terraces and views that dreams are made of, La Rive at Port de La Mer is truly one-of-a-kind. With a world-class marina and hospitality experiences, along with unmatched amenities, this island getaway is perfect for those who enjoy the finer things in life. ', ""Don't miss out on this amazing opportunity to make this wonderful apartment your new home!"", 'To register your interest or arrange a viewing, please contact me on ', '. ', 'For further information please contact our head office on ', ', alternatively visit www. dacha. ae, where you will find an extensive selection of properties available for sale and for rent.']"
Bayut - RL-40963,For Rent,Apartment,14 August 2023,Furnished,"{'currency': 'AED', 'amount': '120,000'}","Al Majara 2, Al Majara, Dubai Marina, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '2 Baths', 'size': '974 sqft'}",,https://images.bayut.com/thumbnails/432362226-800x600.jpeg,"['Dubai Apartments', 'Dubai Marina', 'Al Majara', 'Al Majara 2', 'Bayut - RL-40963']","['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'View', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Security Staff', 'View']","['White & Co Real Estate are proud to present this vacant, fully furnished, chiller free, one bedroom apartment located at Al Majara, Dubai Marina. The property is furnished to a high standard and boasts the best layout in the building, with full marina views. ', '-1 Bedroom', '- Vacant', '- Chiller Free', '- Furnished', '- High Floor', '- 1 Car Parking Space', '- Shared Pool / Gym', '- 24/7 Concierge Services', 'Al Majara is a luxury development in Dubai Marina. Located adjacent to the old Dubai Marina Yacht Club, it overlooks the promenade. The building is conveniently located along the Sheikh Zayed Road. Residents can enjoy direct access to key destinations in Dubai. ', 'There are over 500 residential units in the complex. It was launched in 2004 and was completed in 2006. Moreover, Al Majara 2 is one of the high-end projects by Emaar Properties. ', 'Residents have quick access to DMCC Metro Station in addition to eateries on Dubai Marina Walk and the largest shopping avenue and activity centre in the vicinity, Dubai Marina Mall. ', ""If you're interested please get in touch!""]"
Bayut - RENT022590,For Rent,Apartment,16 August 2023,Furnished,"{'currency': 'AED', 'amount': '160,000'}","La Rive Tower 2, La Rive, Port de La Mer, La Mer, Jumeirah, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '1 Bath', 'size': '856 sqft'}",Olga Durova,https://images.bayut.com/thumbnails/434450208-800x600.jpeg,"['Dubai Apartments', 'Jumeirah', 'La Mer', 'Port de La Mer', 'La Rive', 'La Rive Tower 2', 'Bayut - RENT022590']",[],"['• Beautiful Brand New Apartment', ' • Charming Sea and Sunset View', ' • 1 Bedroom + Storage', ' • Luxury Furnished', ' • Vacant and Ready to Move', ' • Spacious Balcony', ' • Bright and Airy', ' • Mediterranean Design', ' • 3 Swimming Pools, Gym, Kidâ€™s Play Area', ' • Call Olga for more information ', 'Olga from Dacha real estate is proud to present this Luxury 1 Bedroom apartment in a brand new building La Rive in Port de la Mer for rent. ', 'The apartment has a spacious living and dining area that is surrounded by a an open-plan kitchen with high-quality wood cabinetry and counters. ', 'A built-in closet and French windows in the bedroom provided. There is a balcony that extends out of the living area where you can enjoy beautiful sunsets with astonishing sea views. ', 'Bright interiors, stunning facilities, paired with a vast collection of dining, shopping and entertainment experiences at your doorstep, make La Rive an ideal place to live. ', 'Port de La Mer brings together the charm of the Mediterranean and the glamour of metropolitan living. ', 'This high-end collection of freehold apartments is a unique addition to Dubai given its vast array of amenities and features, proximity to iconic landmarks and neighbourhoods, architectural style and of course views that are priceless. ', 'With winding walkways, lush green terraces and views that dreams are made of, La Rive at Port de La Mer is truly one-of-a-kind and a world-class marina and hospitality experiences, along with unmatched amenities, this island getaway is perfect for those who enjoy the finer things in life. ', 'Please call Olga for more information and to arrange a viewing ', '.']"
Bayut - RENT022590,For Rent,Apartment,16 August 2023,Furnished,"{'currency': 'AED', 'amount': '160,000'}","La Rive Tower 2, La Rive, Port de La Mer, La Mer, Jumeirah, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '1 Bath', 'size': '856 sqft'}",Olga Durova,https://images.bayut.com/thumbnails/434450208-800x600.jpeg,"['Dubai Apartments', 'Jumeirah', 'La Mer', 'Port de La Mer', 'La Rive', 'La Rive Tower 2', 'Bayut - RENT022590']",[],"['• Beautiful Brand New Apartment', ' • Charming Sea and Sunset View', ' • 1 Bedroom + Storage', ' • Luxury Furnished', ' • Vacant and Ready to Move', ' • Spacious Balcony', ' • Bright and Airy', ' • Mediterranean Design', ' • 3 Swimming Pools, Gym, Kidâ€™s Play Area', ' • Call Olga for more information ', 'Olga from Dacha real estate is proud to present this Luxury 1 Bedroom apartment in a brand new building La Rive in Port de la Mer for rent. ', 'The apartment has a spacious living and dining area that is surrounded by a an open-plan kitchen with high-quality wood cabinetry and counters. ', 'A built-in closet and French windows in the bedroom provided. There is a balcony that extends out of the living area where you can enjoy beautiful sunsets with astonishing sea views. ', 'Bright interiors, stunning facilities, paired with a vast collection of dining, shopping and entertainment experiences at your doorstep, make La Rive an ideal place to live. ', 'Port de La Mer brings together the charm of the Mediterranean and the glamour of metropolitan living. ', 'This high-end collection of freehold apartments is a unique addition to Dubai given its vast array of amenities and features, proximity to iconic landmarks and neighbourhoods, architectural style and of course views that are priceless. ', 'With winding walkways, lush green terraces and views that dreams are made of, La Rive at Port de La Mer is truly one-of-a-kind and a world-class marina and hospitality experiences, along with unmatched amenities, this island getaway is perfect for those who enjoy the finer things in life. ', 'Please call Olga for more information and to arrange a viewing ', '.']"
Bayut - 102164-ZVsceU,For Rent,Apartment,10 June 2023,,"{'currency': 'AED', 'amount': '180,000'}","Golf Suites, Dubai Hills Estate, Dubai","{'bedrooms': '2 Beds', 'bathrooms': '2 Baths', 'size': '1,205 sqft'}",Iqra Asghar,https://images.bayut.com/thumbnails/403695742-800x600.jpeg,"['Dubai Apartments', 'Dubai Hills Estate', 'Golf Suites', 'Bayut - 102164-ZVsceU']",[],"[""Live the High Life in Dubai\\'s Most Luxurious Property: Stunning 2-Bedroom Apartment with Breathtaking Views!"", ""House & Hedges Real Estate welcomes you to your dream home in Dubai\\'s Golfer\\'s Paradise! "", ""This stunning 2 bedroom property offers luxurious living with breathtaking views of the lush green golf course, Burj Khalifa and Burj Al Arab. With spacious rooms, modern amenities, and top-notch facilities, you\\'ll feel like you\\'re living in a 5-star resort every day. Whether you\\'re a golf enthusiast, or simply love the idea of living in a serene and peaceful community, this property is the perfect oasis for you. Don\\'t miss out on this rare opportunity to live in one of Dubai\\'s most sought-after neighborhoods. Contact us now to schedule a viewing and experience luxury living at its finest!"", 'Amenities:', 'Green Environment', 'Golf Course', 'Swimming Pool', 'Kids Play Area', 'Basketball and Volleyball Court', 'Outdoor Gym ', 'Dog Park', 'Price Details:', '180,000/- AED with 1 Cheque', '200,000/- AED with 2 Cheques', 'Security Deposit: 5% of rental value. ', 'Reach out to our team at House & Hedges Real Estate, for more details about the property or to schedule a viewing,', 'Please contact: Miss Iqra. ', 'We are more than happy to serve you!', 'Thank you for choosing House & Hedges Real Estate.']"
